method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,imputed_variables,optimized_variables,success,success_numerical,success_valid_matrix,status,reason,error_message,masked_file,completed_file,run_log_file,s_top,initial_known_graph_components,joins_performed,n_pair_selection_failures,last_active_clusters,tree_edges_final,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,epochs_used,convergence_epoch,njstar_config_json
NJstar-STRICT,30,0.3,0.3047619047619048,22,76,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep22_seed76.csv,NJstar_STRICT_completed_p30_rep22_seed76.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep22_seed76.log,15,1,13,0,2,27,0.008539220012607984,149078779.99056572,0.07988110318954254,327645.67030893563,2547312.033903337,58.523957020737264,0.022445654481427994,0.040081220439202876,0.02678834281906553,0.6457224504264503,0.7463343108504398,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,23,77,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep23_seed77.csv,NJstar_STRICT_completed_p30_rep23_seed77.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep23_seed77.log,15,1,13,0,2,27,0.008554753003409132,396.51472552441544,0.053631339139276604,0.8714609352184954,6.775254882097518,58.523957020737264,0.022445654481427994,0.013067606436140354,0.007724390220274677,0.9542561630291966,0.9622434017595306,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,24,78,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep24_seed78.csv,NJstar_STRICT_completed_p30_rep24_seed78.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep24_seed78.log,15,1,13,0,2,27,0.008748681997531094,77.32326326124706,0.028759284603760652,0.16994123793680674,1.321224113978631,58.523957020737264,0.022445654481427994,0.03317807596719839,0.013645752189046586,0.7029619924000766,0.5872434017595308,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,25,79,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep25_seed79.csv,NJstar_STRICT_completed_p30_rep25_seed79.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep25_seed79.log,15,1,13,0,2,27,0.008801233998383395,49.088197703145156,0.020178039454442173,0.10788614879812122,0.8387709957095235,58.523957020737264,0.022445654481427994,0.0132962638664959,0.005840019395055368,0.9547590719168925,0.9585777126099707,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,26,80,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep26_seed80.csv,NJstar_STRICT_completed_p30_rep26_seed80.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep26_seed80.log,15,1,13,0,2,27,0.00856194700463675,407.4259609540815,0.06402200390715879,0.8954416724265528,6.961695375617117,58.523957020737264,0.022445654481427994,0.03034864381375959,0.02186514413022945,0.8029568049491995,0.344208211143695,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,27,81,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep27_seed81.csv,NJstar_STRICT_completed_p30_rep27_seed81.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep27_seed81.log,15,1,13,0,2,27,0.008526435995008796,3141592584069.38,0.06925150812156428,6904599085.866769,53680454022.55002,58.523957020737264,0.022445654481427994,0.021789366584094326,0.014391526805570275,0.8030283165182,0.6554252199413488,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,28,82,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep28_seed82.csv,NJstar_STRICT_completed_p30_rep28_seed82.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep28_seed82.log,15,1,13,0,2,27,0.009068889994523488,127.26133906511009,0.04197142690189979,0.27969525069254964,2.1745169934428143,58.523957020737264,0.022445654481427994,0.027068508461392395,0.010901457415411032,0.7453038339587353,0.7016129032258064,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,29,83,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep29_seed83.csv,NJstar_STRICT_completed_p30_rep29_seed83.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep29_seed83.log,15,1,13,0,2,27,0.009941337004420348,873.4761432322273,0.09885679414548586,1.9197277873235765,14.925103969349193,58.523957020737264,0.022445654481427994,0.04941581688400975,0.03559175740793912,0.29757902726350977,0.03958944281524926,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,30,84,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep30_seed84.csv,NJstar_STRICT_completed_p30_rep30_seed84.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep30_seed84.log,15,1,13,0,2,27,0.010147884997422807,52.77151671841974,0.02163780961311171,0.11598135542509833,0.9017079398735938,58.523957020737264,0.022445654481427994,0.004401548707931135,0.002914988308175088,0.9920558481492289,0.9208211143695014,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,1,55,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep01_seed55.csv,NJstar_STRICT_completed_p50_rep01_seed55.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep01_seed55.log,15,1,13,0,2,27,0.006928590999450535,342.5620918797466,0.08700385395827452,0.7528837184170255,5.853365174168996,58.523957020737264,0.022445654481427994,0.03584545891170321,0.020663107994361492,0.5992567153449488,0.4635020916929907,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,2,56,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep02_seed56.csv,NJstar_STRICT_completed_p50_rep02_seed56.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep02_seed56.log,15,1,13,0,2,27,0.007490477000828832,83.42394234237915,0.032270779247967306,0.18334932382940472,1.425466536940058,58.523957020737264,0.022445654481427994,0.027500943435028204,0.009215858256756177,0.7827340644078287,0.7317510458464953,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,3,57,105,52,53,52,0,False,False,False,FAIL,No eligible pair at r=3: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=3: need d_xy known and |S_xy|>=3.'),missing_p50_rep03_seed57.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep03_seed57.log,15,1,12,1,3,-1,0.006785495002986863,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,4,58,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep04_seed58.csv,NJstar_STRICT_completed_p50_rep04_seed58.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep04_seed58.log,15,1,13,0,2,27,0.007668291000300087,75.24307182228085,0.029831972988895793,0.1653693886203975,1.285679842113536,58.523957020737264,0.022445654481427994,0.024630160730807437,0.009411934431246776,0.7803803184889297,0.6850507982583455,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
