method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,iters_used,epochs_used,convergence_epoch,final_rank,last_rel_change,last_singular_values_json,lrmc_config_json
LRMC-SoftImpute,65,0.65,0.6476190476190476,4,58,105,68,37,68,True,True,True,,missing_p65_rep04_seed58.csv,LRMC_SoftImpute_completed_p65_rep04_seed58.csv,0.04551350399560761,1434.4482386158948,0.22489886290003094,3.152633491463505,24.510445151677203,58.523957020737264,0.022445654481427994,0.06400617725420758,0.05555479006333557,0.4097758673100687,0.3682864450127877,0.0,0.0,1238,1238,1238,7,9.97607430785912e-08,"[1.2317244912557337, 0.40773935280808515, 0.34000165027499646, 0.21477073794572218, 0.16268590985659853, 0.0848038266160089, 0.04608225630442552, 0.018343681470742387, 0.013433859577584674, 0.013078650419933675]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650004}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,5,59,105,68,37,68,True,True,True,,missing_p65_rep05_seed59.csv,LRMC_SoftImpute_completed_p65_rep05_seed59.csv,0.14818682199984323,1539.5981580830014,0.23470903059748635,3.383732215567036,26.30714388532312,58.523957020737264,0.022445654481427994,0.07634278008064387,0.06693090451823,0.22934790164226865,0.10100393174791006,0.0,0.0,3868,3868,3868,7,9.994619252235701e-08,"[1.1610254221974663, 0.3844293209401295, 0.32391588449454445, 0.22459789117779355, 0.1572350843884632, 0.07998781840432061, 0.02572650930704532, 0.019339276586009334, 0.01721668701999272, 0.009979323349036097]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650005}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,6,60,105,68,37,68,True,True,True,,missing_p65_rep06_seed60.csv,LRMC_SoftImpute_completed_p65_rep06_seed60.csv,0.07069302600575611,1352.453221158679,0.2297529007525847,2.9724246618872066,23.10939468224019,58.523957020737264,0.022445654481427994,0.07351281693999927,0.06467956344851054,0.2559889690829216,0.2448371950986754,0.0,0.0,1747,1747,1747,5,9.995879092330975e-08,"[1.1923577863535548, 0.4637305334865468, 0.342664408762037, 0.2181742464560541, 0.1549711477377985, 0.019370953962348444, 0.018790350973574784, 0.01866654350708086, 0.017460613946041603, 0.015717901569189143]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650006}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,7,61,105,68,37,68,True,True,True,,missing_p65_rep07_seed61.csv,LRMC_SoftImpute_completed_p65_rep07_seed61.csv,0.035538615004043095,2496.759178616467,0.25207663475689107,5.487382810146082,42.66217299236568,58.523957020737264,0.022445654481427994,0.07507755519884038,0.06346005479648625,0.276725738484906,0.2227736000305378,0.0,0.0,982,982,982,6,9.930392343070784e-08,"[1.1631409287063827, 0.5808610633516178, 0.2821533913748424, 0.1682801538014853, 0.11515334746352575, 0.03248740490290813, 0.019606289596515187, 0.01826368436652484, 0.017256676022543455, 0.016134375667433278]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650007}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,8,62,105,68,37,68,True,True,True,,missing_p65_rep08_seed62.csv,LRMC_SoftImpute_completed_p65_rep08_seed62.csv,0.02251694600272458,1716.285424203892,0.2290820391194502,3.772055877371191,29.326202662539494,58.523957020737264,0.022445654481427994,0.07027175433851952,0.06152080681870758,0.13113353829399826,0.1530709623239302,0.0,0.0,640,640,640,6,9.932088654014624e-08,"[1.2483362544438283, 0.5227873371506718, 0.3880074540496895, 0.17313753656813624, 0.11155336500882089, 0.06915152858961536, 0.019559307416085848, 0.01580701490892729, 0.012695703986157646, 0.011471728187344004]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650008}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,9,63,105,68,37,68,True,True,True,,missing_p65_rep09_seed63.csv,LRMC_SoftImpute_completed_p65_rep09_seed63.csv,0.04975053800444584,1830.3069496835856,0.241560230061717,4.022652636667221,31.27449070190244,58.523957020737264,0.022445654481427994,0.07472069590727884,0.06355423816388121,0.12978439629685554,0.024582967515364353,0.0,0.0,1291,1291,1291,5,9.943809944392202e-08,"[1.2204441871396365, 0.5021014977832255, 0.34068318780988044, 0.2201896385104668, 0.12963003032606446, 0.019824445331620137, 0.016720048966589185, 0.016074617810882617, 0.015220290730007262, 0.014173794513965986]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650009}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,10,64,105,68,37,68,True,True,True,,missing_p65_rep10_seed64.csv,LRMC_SoftImpute_completed_p65_rep10_seed64.csv,0.05690400701132603,1932.9903023154052,0.251921315490388,4.248330334759133,33.02904315971788,58.523957020737264,0.022445654481427994,0.07108464015229879,0.06087518154015764,0.36654005510563176,0.4010001145169294,0.0,0.0,1369,1369,1369,6,9.995077336454685e-08,"[1.2050712830283674, 0.6025586942175636, 0.30720845741517216, 0.18630190550518447, 0.07077605878069439, 0.04522503195894302, 0.019477975577711575, 0.01883652097257514, 0.013139200519711968, 0.01134083329427532]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650010}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,11,65,105,68,37,68,True,True,True,,missing_p65_rep11_seed65.csv,LRMC_SoftImpute_completed_p65_rep11_seed65.csv,0.038254813000094146,1385.9543865077635,0.22138691768303487,3.0460535967203595,23.681829750791923,58.523957020737264,0.022445654481427994,0.05833721886225782,0.04678892023252717,0.41969757950929215,0.3169065160132839,0.0,0.0,1054,1054,1054,6,9.916594932411217e-08,"[1.3501071335430301, 0.4869187714038402, 0.3080023383452903, 0.27790885695838113, 0.17106490591976953, 0.08659418287942582, 0.018358172403466672, 0.01519669580604805, 0.014779486082209935, 0.007378949413407208]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650011}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,12,66,105,68,37,68,True,True,True,,missing_p65_rep12_seed66.csv,LRMC_SoftImpute_completed_p65_rep12_seed66.csv,0.06150093699397985,2014.2936951114732,0.23034758493017693,4.427019110135106,34.41827582502209,58.523957020737264,0.022445654481427994,0.07055050079895928,0.06177829374026415,0.14376217941228772,0.1132190708859793,0.0,0.0,1675,1675,1675,6,9.964287589674049e-08,"[1.2146353535228824, 0.4637701020100078, 0.3244380859599489, 0.20071803410353173, 0.1717494504622219, 0.061942201340743415, 0.01785930754367448, 0.01783940228905851, 0.01470475072499644, 0.014384998094382765]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650012}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,13,67,105,68,37,68,True,True,True,,missing_p65_rep13_seed67.csv,LRMC_SoftImpute_completed_p65_rep13_seed67.csv,0.02896819799207151,2646.1698234239248,0.25045770436562376,5.815757853678956,45.21515560689593,58.523957020737264,0.022445654481427994,0.07303766259887473,0.06133573971518835,0.3811533053195628,0.3111424972325075,0.0,0.0,625,625,625,5,9.976004231309757e-08,"[1.1686218422625239, 0.6492868158808205, 0.27788048403834736, 0.154160040842881, 0.08468267364581121, 0.01731721588546923, 0.015429985976972456, 0.014774516624491503, 0.011458510622710884, 0.00958009159551916]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650013}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,14,68,105,68,37,68,True,True,True,,missing_p65_rep14_seed68.csv,LRMC_SoftImpute_completed_p65_rep14_seed68.csv,0.04635437799151987,1475.8192391588113,0.22354779658089097,3.243558767382003,25.217352248342888,58.523957020737264,0.022445654481427994,0.06464223821645684,0.053380247167102685,0.3248268850112355,0.25647974958964764,0.0,0.0,1138,1138,1138,5,9.985369079171767e-08,"[1.2566821713406666, 0.5256520634591705, 0.33957871902940623, 0.2224256570716227, 0.14417773771548792, 0.019929918634087076, 0.017509233024179564, 0.016361680209960167, 0.013301428729022208, 0.012534419873965572]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650014}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,15,69,105,68,37,68,True,True,True,,missing_p65_rep15_seed69.csv,LRMC_SoftImpute_completed_p65_rep15_seed69.csv,0.031487618005485274,1321.3321407488731,0.22730973193980292,2.9040266829645565,22.5776281716678,58.523957020737264,0.022445654481427994,0.0767263555006317,0.06724806848911496,-0.15964162801479273,-0.20929877466885521,0.0,0.0,817,817,817,6,9.909282184421524e-08,"[1.2177266763545587, 0.41591264168985564, 0.3365250929284531, 0.23507344455259102, 0.151012423506237, 0.07446775429352255, 0.01598788554813355, 0.01502275051231497, 0.014734275307266526, 0.011017667616018422]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650015}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,16,70,105,68,37,68,True,True,True,,missing_p65_rep16_seed70.csv,LRMC_SoftImpute_completed_p65_rep16_seed70.csv,0.09292730900051538,1507.8967270313228,0.22339318632115257,3.314058740728182,25.765460911964954,58.523957020737264,0.022445654481427994,0.06341030651952521,0.048523185398741155,0.4174055682907644,0.31266938962476615,0.0,0.0,2381,2381,2381,6,9.97266971652526e-08,"[1.31332553085933, 0.5533653677351634, 0.32719097415320475, 0.22601288085463606, 0.13366097006601227, 0.05826642231058502, 0.019255763725128012, 0.017100665177517873, 0.013903750269158596, 0.012463011804987257]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650016}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,17,71,105,68,37,68,True,True,True,,missing_p65_rep17_seed71.csv,LRMC_SoftImpute_completed_p65_rep17_seed71.csv,0.13655157799075823,1268.1333412254826,0.2065297604419935,2.78710624445161,21.66861924213591,58.523957020737264,0.022445654481427994,0.06303380510980036,0.05329568172249736,0.4335902068423483,0.53872580829866,0.0,0.0,3706,3706,3706,6,9.988033558630464e-08,"[1.2843035668609355, 0.4583443760246824, 0.36618084317252625, 0.2235618288708056, 0.15648675953846664, 0.06292482858319746, 0.0191735174317706, 0.018789329873607003, 0.016317701897639387, 0.01371954284929898]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650017}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,18,72,105,68,37,68,True,True,True,,missing_p65_rep18_seed72.csv,LRMC_SoftImpute_completed_p65_rep18_seed72.csv,0.06148224500066135,1286.9788849246484,0.21280983092837757,2.828525021812414,21.990633416476314,58.523957020737264,0.022445654481427994,0.05743444017438193,0.050447145746619244,0.5467627442209035,0.5115089514066495,0.0,0.0,1652,1652,1652,7,9.98865085843292e-08,"[1.2884620180834145, 0.3961758203721137, 0.29036281901563793, 0.25350694827154396, 0.2009782004782717, 0.12966854748128423, 0.04056849055621428, 0.018649342032027647, 0.016061720058328316, 0.013361399067217672]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650018}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,19,73,105,68,37,68,True,True,True,,missing_p65_rep19_seed73.csv,LRMC_SoftImpute_completed_p65_rep19_seed73.csv,0.030273444994236343,1357.0145122299477,0.22145154660994593,2.9824494774284567,23.187333552123036,58.523957020737264,0.022445654481427994,0.07172291751174267,0.06307978759884125,0.31068227549328337,0.3690117188991105,0.0,0.0,837,837,837,5,9.998011570271739e-08,"[1.2004958030384731, 0.39745947234612994, 0.32434240857234264, 0.2603798454508456, 0.2071658569760311, 0.017552893350856604, 0.015377839036645705, 0.014200398290876926, 0.012072323304742602, 0.011272009877182116]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650019}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,20,74,105,68,37,68,True,True,True,,missing_p65_rep20_seed74.csv,LRMC_SoftImpute_completed_p65_rep20_seed74.csv,0.04069373600941617,2234.4065895861127,0.24347783518447783,4.9107837133760714,38.179349164554566,58.523957020737264,0.022445654481427994,0.07393376896516116,0.06256551694368201,0.30862731093706114,0.20376378974691756,0.0,0.0,1098,1098,1098,6,9.974722959230995e-08,"[1.2012342682582777, 0.39268443129908376, 0.34913982065753596, 0.23985660242860565, 0.17751793760418427, 0.045336645023230426, 0.01820160324262048, 0.015976975163398754, 0.013750091703007257, 0.011330286514120953]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650020}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,21,75,105,68,37,68,True,True,True,,missing_p65_rep21_seed75.csv,LRMC_SoftImpute_completed_p65_rep21_seed75.csv,0.02086160099133849,2525.109667331703,0.25593585113371714,5.549691576553193,43.14659834838168,58.523957020737264,0.022445654481427994,0.07631081241614217,0.0635930499848602,0.23680907187403305,0.11215024621139824,0.0,0.0,601,601,601,5,9.885160423288293e-08,"[1.1717398202521283, 0.6292399963114301, 0.2967102909992277, 0.153446218634486, 0.08308379031013902, 0.01880776193909285, 0.017017005389038477, 0.015527957083227458, 0.012404430828572085, 0.011379340084835005]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650021}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,22,76,105,68,37,68,True,True,True,,missing_p65_rep22_seed76.csv,LRMC_SoftImpute_completed_p65_rep22_seed76.csv,0.03489849099423736,1847.066774112714,0.2396332172971214,4.059487415632338,31.56086615021995,58.523957020737264,0.022445654481427994,0.07033335181898545,0.05893543518699883,0.29951356952216357,0.1860136656869107,0.0,0.0,739,739,739,6,9.966807464634827e-08,"[1.1986168674759579, 0.516774895540712, 0.34546577783674154, 0.1834727392857795, 0.11063149920559615, 0.043830638347544956, 0.017236839630057732, 0.01605734672434332, 0.01545538351773896, 0.014091807355570807]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650022}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,23,77,105,68,37,68,True,True,True,,missing_p65_rep23_seed77.csv,LRMC_SoftImpute_completed_p65_rep23_seed77.csv,0.034723499993560836,1488.9354323649093,0.21477730489294544,3.272385565637163,25.44146889857982,58.523957020737264,0.022445654481427994,0.062449123472800266,0.05301701573851308,0.46547891436938765,0.48440661144405844,0.0,0.0,806,806,806,6,9.904856045742e-08,"[1.2716205671600753, 0.3995171649955494, 0.38317116501818577, 0.2502290265544216, 0.17728888148326521, 0.07108870800613587, 0.01912299390864153, 0.016900150098966903, 0.015029483602029525, 0.014026280406978677]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650023}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,24,78,105,68,37,68,True,True,True,,missing_p65_rep24_seed78.csv,LRMC_SoftImpute_completed_p65_rep24_seed78.csv,0.05536150799889583,1338.5202736996685,0.2122307671087518,2.9418027993399307,22.87132213608488,58.523957020737264,0.022445654481427994,0.05795961677609731,0.049791940128791935,0.4428991168411691,0.47089361377256933,0.0,0.0,1510,1510,1510,7,9.990119265551563e-08,"[1.3052947279435105, 0.4237496272887807, 0.3016661765923032, 0.265763287067987, 0.1574978884201899, 0.14040667344447785, 0.026746660408128994, 0.01806565336614966, 0.016932099781173993, 0.01394711690587963]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650024}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,25,79,105,68,37,68,True,True,True,,missing_p65_rep25_seed79.csv,LRMC_SoftImpute_completed_p65_rep25_seed79.csv,0.04192755601252429,1345.1069678055785,0.23238404953873673,2.9562790501221508,22.983869107294915,58.523957020737264,0.022445654481427994,0.07381673476725226,0.06376225144501001,0.19178949326643308,0.19433522922472035,0.0,0.0,1136,1136,1136,7,9.947596878320078e-08,"[1.2480241210638254, 0.4170296129738611, 0.37228192629499374, 0.243294314452847, 0.13594861203741462, 0.05227186968767476, 0.03158985904967076, 0.018548826640579708, 0.01806100159716947, 0.014886001761353284]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650025}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,26,80,105,68,37,68,True,True,True,,missing_p65_rep26_seed80.csv,LRMC_SoftImpute_completed_p65_rep26_seed80.csv,0.19328804600809235,2751.653598333718,0.228946975267748,6.047590326008171,47.0175589350307,58.523957020737264,0.022445654481427994,0.06281564415684529,0.049508620985488555,0.4322983017795221,0.2895369698820475,0.0,0.0,4724,4724,4724,6,9.991877386702439e-08,"[1.2721720475937657, 0.5348734911221306, 0.3698464347570377, 0.20578753847528813, 0.10907849038939371, 0.039925073365076724, 0.01988530304620602, 0.01988289665727793, 0.01961716718317569, 0.015783221576518857]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650026}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,27,81,105,68,37,68,True,True,True,,missing_p65_rep27_seed81.csv,LRMC_SoftImpute_completed_p65_rep27_seed81.csv,0.10031587499543093,1911.6080165693395,0.2334178751589563,4.201336300152395,32.663683624331554,58.523957020737264,0.022445654481427994,0.07398917509952445,0.06521535116724748,0.21337233001907843,0.17681413902355228,0.0,0.0,2623,2623,2623,5,9.999623423648021e-08,"[1.1663725300345293, 0.4181097310680018, 0.36762086265001354, 0.18326490370707482, 0.1800678589251406, 0.0198574876097095, 0.017925061267072183, 0.017203475156498626, 0.016505530606395646, 0.01580271840174164]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650027}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,28,82,105,68,37,68,True,True,True,,missing_p65_rep28_seed82.csv,LRMC_SoftImpute_completed_p65_rep28_seed82.csv,0.05968188999395352,8598773930461.298,0.4056145301881789,18898404242.772083,146927418585.4252,58.523957020737264,0.022445654481427994,0.08254268580742209,0.06896025145438223,0.14812073875272155,0.2463430822302367,0.0,0.0,1468,1468,1468,6,9.93703950068718e-08,"[1.2450349024123786, 0.5719183061249605, 0.3824273192105981, 0.135851083508871, 0.08450461646034213, 0.0510110649282899, 0.01790379555439835, 0.014051492945477737, 0.011927419266029868, 0.010563391787591001]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650028}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,29,83,105,68,37,68,True,True,True,,missing_p65_rep29_seed83.csv,LRMC_SoftImpute_completed_p65_rep29_seed83.csv,0.03653346000646707,1522.2979671427386,0.230587428775413,3.345709817896129,26.011535183844977,58.523957020737264,0.022445654481427994,0.07255406026116504,0.06437532040508058,0.35142325965622717,0.2338053975646066,0.0,0.0,901,901,901,7,9.922139642893952e-08,"[1.1596413763238738, 0.4849039584920599, 0.2860550008480577, 0.23198569898415747, 0.1534383232248326, 0.032212961907441225, 0.029592079051318183, 0.018742665948491846, 0.015271214854597441, 0.012301447381991891]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650029}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,30,84,105,68,37,68,True,True,True,,missing_p65_rep30_seed84.csv,LRMC_SoftImpute_completed_p65_rep30_seed84.csv,0.027149918998475187,8349695338950.199,0.36475798675967464,18350978766.923515,142671407813.24106,58.523957020737264,0.022445654481427994,0.07525314144222256,0.06478067295653324,0.4523260387239152,0.4610904601203384,0.0,0.0,640,640,640,6,9.893568609488423e-08,"[1.2111595366048056, 0.44290450332737824, 0.37919254458892, 0.16988561599699836, 0.14872483001614514, 0.07036798776108226, 0.015657143205039192, 0.011886700745648834, 0.010513492914492483, 0.010012271768926351]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650030}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,1,55,105,89,16,89,True,True,True,,missing_p85_rep01_seed55.csv,LRMC_SoftImpute_completed_p85_rep01_seed55.csv,0.1098354779969668,6093517056964.089,0.4108150291935472,13392345180.140854,104120045314.17662,58.523957020737264,0.022445654481427994,0.08994650239858241,0.07881539575863955,0.1343506546824844,0.1449613500307648,0.0,0.0,2844,2844,2844,5,9.984367287747053e-08,"[0.9107126568336468, 0.5358483916567454, 0.18181122994656337, 0.17685856873140177, 0.037893383691077365, 0.019547689517858527, 0.019115781087360385, 0.01799058494221157, 0.014435161622247193, 0.012887827117109467]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850001}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,2,56,105,89,16,89,True,True,True,,missing_p85_rep02_seed56.csv,LRMC_SoftImpute_completed_p85_rep02_seed56.csv,0.08196526298706885,6075509171587.231,0.42281963719647464,13352767410.081827,103812344223.99783,58.523957020737264,0.022445654481427994,0.09237578939636595,0.0789668083353459,0.1962527596535754,0.20778004766768815,0.0,0.0,2126,2126,2126,3,9.961725311825405e-08,"[0.8918487134185598, 0.6996093744272126, 0.20086502450599836, 0.019941202805432903, 0.01958992134590638, 0.018567986636642997, 0.018333810813307563, 0.017049776785788947, 0.01689607138021296, 0.014162933421006978]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850002}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,3,57,105,89,16,89,True,True,True,,missing_p85_rep03_seed57.csv,LRMC_SoftImpute_completed_p85_rep03_seed57.csv,0.07239163600024767,11327765656577.506,0.45171143317274537,24896188256.2143,193557753665.96704,58.523957020737264,0.022445654481427994,0.11490443555116346,0.10534957532609387,-0.10450131021109442,-0.21157963896944534,0.0,0.0,1603,1603,1603,6,9.949235313582499e-08,"[0.5955960913508863, 0.5955960913508861, 0.20559743719750337, 0.20559743719750326, 0.12316481356348663, 0.1231648135634866, 0.01999992418628362, 0.01999992418628361, 0.01830456826928688, 0.01830456826928686]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850003}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,4,58,105,89,16,89,True,True,True,,missing_p85_rep04_seed58.csv,LRMC_SoftImpute_completed_p85_rep04_seed58.csv,0.06828258700261358,4599814417070.807,0.39199455800818284,10109482235.320454,78597119047.17786,58.523957020737264,0.022445654481427994,0.1071564152091346,0.09611643087949984,-0.11115002884587641,-0.21146923866407366,0.0,0.0,1725,1725,1725,6,9.997449769891954e-08,"[0.6999908210296567, 0.6067349824321238, 0.14351722146745902, 0.10652155581771447, 0.0975588233875633, 0.062305257203726226, 0.019999892798278435, 0.01822830847351391, 0.017704644860614713, 0.015220769773846808]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850004}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,5,59,105,89,16,89,True,True,True,,missing_p85_rep05_seed59.csv,LRMC_SoftImpute_completed_p85_rep05_seed59.csv,0.07026937299815472,5252875722352.173,0.4441570671219484,11544781807.367413,89755990362.9018,58.523957020737264,0.022445654481427994,0.1042024437927385,0.09540990213924233,-0.14945579423311792,-0.012804021052734437,0.0,0.0,1789,1789,1789,6,9.98736187018176e-08,"[0.7786327442553354, 0.5396010595837157, 0.2784785685090222, 0.04868417068121049, 0.03872740570060516, 0.02960849564995751, 0.01737628377572294, 0.01737016730486841, 0.015935654225570254, 0.015675435562235916]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850005}"
LRMC-SoftImpute,85,0.85,0.8476190476190476,6,60,105,89,16,89,True,True,True,,missing_p85_rep06_seed60.csv,LRMC_SoftImpute_completed_p85_rep06_seed60.csv,0.20917164800630417,8064439679267.95,0.5057904404383203,17724043251.13835,137797238768.5681,58.523957020737264,0.022445654481427994,0.11145817437506618,0.10185637479402661,-0.11410585606676336,-0.11211418234799429,0.0,0.0,6000,6000,6000,5,1.5539180942438906e-07,"[0.6627404024811625, 0.5614381198182986, 0.1971518699194978, 0.10029160202361902, 0.023708247011812626, 0.019999844674432162, 0.01999979247445894, 0.019784768538515428, 0.0039416817113819835, 0.003941654977606549]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850006}"
