method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file
Hyb-Adam-UM,65,23,77,HybAdamUM_completed_p65_rep23_seed77.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,68,missing_p65_rep23_seed77.csv
Hyb-Adam-UM,65,24,78,HybAdamUM_completed_p65_rep24_seed78.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep24_seed78.csv,0.6476190476190476,105,68,37,68,missing_p65_rep24_seed78.csv
Hyb-Adam-UM,65,25,79,HybAdamUM_completed_p65_rep25_seed79.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,68,missing_p65_rep25_seed79.csv
Hyb-Adam-UM,65,26,80,HybAdamUM_completed_p65_rep26_seed80.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,68,missing_p65_rep26_seed80.csv
Hyb-Adam-UM,65,27,81,HybAdamUM_completed_p65_rep27_seed81.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep27_seed81.csv,0.6476190476190476,105,68,37,68,missing_p65_rep27_seed81.csv
Hyb-Adam-UM,65,28,82,HybAdamUM_completed_p65_rep28_seed82.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep28_seed82.csv,0.6476190476190476,105,68,37,68,missing_p65_rep28_seed82.csv
Hyb-Adam-UM,65,29,83,HybAdamUM_completed_p65_rep29_seed83.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep29_seed83.csv,0.6476190476190476,105,68,37,68,missing_p65_rep29_seed83.csv
Hyb-Adam-UM,65,30,84,HybAdamUM_completed_p65_rep30_seed84.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep30_seed84.csv,0.6476190476190476,105,68,37,68,missing_p65_rep30_seed84.csv
Hyb-Adam-UM,85,1,55,HybAdamUM_completed_p85_rep01_seed55.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep01_seed55.csv,0.8476190476190476,105,89,16,89,missing_p85_rep01_seed55.csv
Hyb-Adam-UM,85,2,56,HybAdamUM_completed_p85_rep02_seed56.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep02_seed56.csv,0.8476190476190476,105,89,16,89,missing_p85_rep02_seed56.csv
