method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,embedding_dim,full_dim,max_iter,tol,init_method,optimizer_config_json,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,stress_init,stress_final,stress_reduction_percent,best_epoch,epochs_used,convergence_epoch,last_rel_change,n_success,n_failed
MDS-SMACOF,50,0.5,0.49523809523809526,1,55,105,52,53,210,52,True,True,True,,missing_p50_rep01_seed55.csv,MDS_SMACOF_completed_p50_rep01_seed55.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.024529601010726765,0.023065418038121344,0.016808353988016403,0.8226609420665024,0.7249210279176983,0.0,0.0,0.01716296142291747,1.7184498373360313e-18,100.0,500,500,500,9.967382869940305e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,2,56,105,52,53,210,52,True,True,True,,missing_p50_rep02_seed56.csv,MDS_SMACOF_completed_p50_rep02_seed56.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.02073552701040171,0.021801133814256392,0.015367903488903238,0.8506138899745164,0.7629983778707418,0.0,0.0,0.014451220607556634,1.3648686989886928e-18,99.99999999999999,398,398,398,9.559672788083359e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,3,57,105,52,53,210,52,True,True,True,,missing_p50_rep03_seed57.csv,MDS_SMACOF_completed_p50_rep03_seed57.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.04821359200286679,0.025929603296901464,0.018485087038868763,0.908320683721475,0.8499103560146845,0.0,0.0,0.0072818102097475575,2.5199586372836657e-12,99.99999996539378,1000,1000,1000,0.012086854709130238,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,4,58,105,52,53,210,52,True,True,True,,missing_p50_rep04_seed58.csv,MDS_SMACOF_completed_p50_rep04_seed58.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.01862403300765436,0.024024867586866894,0.018783539739231702,0.8346977713805385,0.7315802953982755,0.0,0.0,0.012085033247138112,1.3259528203546127e-18,99.99999999999999,414,414,414,9.981864558462236e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,5,59,105,52,53,210,52,True,True,True,,missing_p50_rep05_seed59.csv,MDS_SMACOF_completed_p50_rep05_seed59.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.04818486100703012,0.016447656156669356,0.01386523469903041,0.9589381834070311,0.8359088192606505,0.0,0.0,0.020745087179727208,9.775284466555376e-16,99.99999999999528,1000,1000,1000,1.98815189970355e-05,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,6,60,105,52,53,210,52,True,True,True,,missing_p50_rep06_seed60.csv,MDS_SMACOF_completed_p50_rep06_seed60.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.053360065998276696,0.013718122696977945,0.011008469941930256,0.95659231921496,0.9240160505421326,0.0,0.0,0.01717808113944078,3.199765308015153e-18,99.99999999999997,891,891,891,9.889416920967748e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,7,61,105,52,53,210,52,True,True,True,,missing_p50_rep07_seed61.csv,MDS_SMACOF_completed_p50_rep07_seed61.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.04855803900863975,0.020109237940714654,0.015256687820511558,0.8848841260439656,0.8255784171433449,0.0,0.0,0.018457524288947293,9.618265269253084e-11,99.99999947889732,1000,1000,1000,0.008758234454291877,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,8,62,105,52,53,210,52,True,True,True,,missing_p50_rep08_seed62.csv,MDS_SMACOF_completed_p50_rep08_seed62.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.035299720999319106,0.017826410579543154,0.013403396695449824,0.9144938884720829,0.8600700076837701,0.0,0.0,0.018270351206618594,2.8050844992214664e-18,99.99999999999999,811,811,811,9.918964439900302e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,9,63,105,52,53,210,52,True,True,True,,missing_p50_rep09_seed63.csv,MDS_SMACOF_completed_p50_rep09_seed63.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.01208664099976886,0.018775135943057523,0.013581172580499649,0.9190859900244945,0.9065141295995901,0.0,0.0,0.017631255900690253,8.793510442063755e-19,100.0,271,271,271,9.629220432621965e-08,30,0
MDS-SMACOF,50,0.5,0.49523809523809526,10,64,105,52,53,210,52,True,True,True,,missing_p50_rep10_seed64.csv,MDS_SMACOF_completed_p50_rep10_seed64.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.02596839499892667,0.02652847956835963,0.020333330309197872,0.7844998550824349,0.6252027661572612,0.0,0.0,0.009622119314094655,1.565097207268703e-18,99.99999999999999,490,490,490,9.628543616159724e-08,30,0
